	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000067560	0.0663583481501121	0.632607818792441	0.0479	0.2566
ENSG00000067596	0.0688996609002761	0.6429291310549062	0.0703	0.1831
ENSG00000067646	0.8367167670170178	1.0	0.6875	0.707
ENSG00000067715	0.9999781719252483	1.0	0.9934	1.0
ENSG00000067798	0.29949930397030444	0.9670862208460951	0.1554	0.56
ENSG00000067829	0.6818360548538271	1.0	0.3941	0.8058
ENSG00000067840	0.9866155511784203	1.0	0.9934	0.8465
ENSG00000067842	0.7120776920151938	1.0	0.6206	0.5558
ENSG00000067900	0.9999987193167866	1.0	0.9984	1.0
ENSG00000067955	0.025214850986146398	0.4923011766561369	0.0577	0.0666
ENSG00000068024	0.8985125923381232	1.0	0.7827	0.7471
ENSG00000068078	0.3583739028505115	1.0	0.1715	0.6562
ENSG00000068323	0.31241501076779	0.9831129445618854	0.3016	0.3063
ENSG00000068354	0.9207081722032247	1.0	0.7034	0.8945
ENSG00000068400	0.21910637799985178	0.8835178790499995	0.2408	0.235
ENSG00000068615	0.3092735299289102	0.9767371140980008	0.5453	0.167
ENSG00000068650	0.08313052773592866	0.6821822423309808	0.0657	0.2471
ENSG00000068654	0.4032221381870701	1.0	0.594	0.2255
ENSG00000068724	0.07312211515757328	0.6547657118261249	0.1346	0.1029
ENSG00000068781	0.004611053143390387	0.31406395298870077	0.0167	0.0324
ENSG00000068796	0.32189425397874905	0.9906165138166096	0.2216	0.435
ENSG00000068878	0.21060790617602143	0.8792681678395443	0.1682	0.319
ENSG00000068885	0.9999781719252483	1.0	0.9934	1.0
ENSG00000069018	0.027451127303208867	0.49552506271346386	0.0748	0.0568
ENSG00000069020	0.0931244864604045	0.7059611984295032	0.1183	0.1581
ENSG00000069122	0.7932301327991957	1.0	0.7037	0.6116
ENSG00000069188	0.7201262383475195	1.0	0.4167	0.8461
ENSG00000069206	0.9906486458696271	1.0	0.9792	0.8848
ENSG00000069248	0.5588607714146728	1.0	0.3984	0.5618
ENSG00000069431	0.08958484386874555	0.69956062791772	0.173	0.103
ENSG00000069712	0.3684519507137278	1.0	0.4809	0.2437
ENSG00000070018	0.015022625414204516	0.4115249102170253	0.0167	0.1255
ENSG00000070019	0.8420093636256654	1.0	0.6639	0.7433
ENSG00000070047	0.834469481826098	1.0	0.6615	0.7301
ENSG00000070087	0.6152288676796422	1.0	0.6603	0.3994
ENSG00000070182	0.928742264286378	1.0	0.8125	0.7964
ENSG00000070269	0.7999618045867073	1.0	0.8427	0.5203
ENSG00000070366	0.9376240535006273	1.0	0.7838	0.8526
ENSG00000070371	0.7209039189834539	1.0	0.4314	0.819
ENSG00000070601	0.8347442532456948	1.0	0.8088	0.5976
ENSG00000070729	0.014046374683849283	0.4115249102170253	0.0283	0.0685
ENSG00000070748	0.40742954946305965	1.0	0.6319	0.2153
ENSG00000070778	0.5190419455182833	1.0	0.3695	0.5365
ENSG00000070808	0.8007698901159261	1.0	0.5948	0.7388
ENSG00000070882	0.014130895843011304	0.4115249102170253	0.0079	0.2471
ENSG00000070915	0.6651076509669804	1.0	0.4813	0.6301
ENSG00000070961	0.9999781719252483	1.0	0.9934	1.0
ENSG00000070985	0.03615135126847424	0.5251369271937135	0.0937	0.0629
ENSG00000071054	0.3261547614185285	0.9922226736950767	0.2133	0.4605
ENSG00000071203	0.19293449158521003	0.8601370424853363	0.1087	0.4391
ENSG00000071205	0.15424384452942075	0.8065045322028634	0.0852	0.4175
ENSG00000071242	0.9992413035210354	1.0	0.9613	1.0
ENSG00000071243	0.867351386606137	1.0	0.8657	0.6138
ENSG00000071462	0.23910955879513707	0.9041661038505351	0.1282	0.4969
ENSG00000071553	0.005274442091709575	0.33679510439770516	0.0092	0.0685
ENSG00000071564	0.04703849003633176	0.5836962427585297	0.1674	0.0483
ENSG00000071575	0.7962147688650993	1.0	0.5329	0.8143
ENSG00000071626	0.41045157783107755	1.0	0.5162	0.2665
ENSG00000071794	0.80261605085319	1.0	0.6138	0.7196
ENSG00000071909	0.8405408864124818	1.0	0.8653	0.5679
ENSG00000071991	0.9899658921501431	1.0	0.8881	0.9703
ENSG00000072041	0.4464936637583723	1.0	0.3146	0.497
ENSG00000072062	0.47283546941689736	1.0	0.251	0.6809
ENSG00000072071	0.5696456429911205	1.0	0.6982	0.331
ENSG00000072121	0.8211005242469668	1.0	0.7326	0.6348
ENSG00000072135	0.5053851396297242	1.0	0.7539	0.2519
ENSG00000072195	0.19287063136781668	0.8601370424853363	0.1109	0.4302
ENSG00000072201	0.7339951567104543	1.0	0.5377	0.6809
ENSG00000072210	0.9992413035210354	1.0	0.9613	1.0
ENSG00000072310	0.6451266276035232	1.0	0.5706	0.5028
ENSG00000072364	0.9999781719252483	1.0	0.9934	1.0
ENSG00000072501	0.8769008267633476	1.0	0.6942	0.7877
ENSG00000072571	0.4608998142214158	1.0	0.4756	0.3453
ENSG00000072609	0.32609449465001683	0.9922226736950767	0.1948	0.5041
ENSG00000072657	0.6966837351762452	1.0	0.5679	0.5824
ENSG00000072736	0.0018334272084598036	0.2597721674234296	0.0028	0.0685
ENSG00000072778	0.20603740624235978	0.8776993052575854	0.7606	0.0685
ENSG00000072832	0.8977313927919935	1.0	0.654	0.8919
ENSG00000072840	0.9979134532175254	1.0	0.9984	0.9376
ENSG00000072952	0.9999593779502797	1.0	0.991	1.0
ENSG00000073067	0.16747322531463926	0.8230848820142015	0.3414	0.116
ENSG00000073111	0.4897876704595505	1.0	0.4442	0.4067
ENSG00000073146	0.7270463880100864	1.0	0.5254	0.6838
ENSG00000073282	0.41301238321292133	1.0	0.5506	0.2522
ENSG00000073464	0.19216615674579896	0.8601370424853363	0.2593	0.1831
ENSG00000073584	0.7073363153044281	1.0	0.7505	0.4537
ENSG00000073614	0.20820900038613255	0.8792681678395443	0.2197	0.2405
ENSG00000073670	0.35242303895923244	1.0	0.1613	0.6809
ENSG00000073711	0.6209876616011079	1.0	0.6369	0.4209
ENSG00000073712	0.7573277667546142	1.0	0.6463	0.6036
ENSG00000073734	0.1470490186288107	0.7909932262951425	0.1826	0.1831
ENSG00000073754	0.2882971743326037	0.9532155764071525	0.1963	0.4202
ENSG00000073756	0.7997764584552712	1.0	0.5876	0.7458
ENSG00000073792	0.6804245917747695	1.0	0.5542	0.5708
ENSG00000073803	0.04907951084220841	0.5924724810832092	0.0248	0.3432
ENSG00000073849	0.04871874226182937	0.5913780001287408	0.1154	0.0731
ENSG00000073910	0.6175080584217785	1.0	0.422	0.629
ENSG00000073921	0.8065731469926072	1.0	0.5823	0.7669
ENSG00000074181	0.03256649701972769	0.5070447282639676	0.0339	0.1535
ENSG00000074266	0.018976216091723175	0.4532484079099556	0.16	0.0172
ENSG00000074276	0.8974776991104572	1.0	0.7224	0.8068
ENSG00000074657	0.5267515462191558	1.0	0.588	0.3453
ENSG00000074695	0.40108730587707053	1.0	0.5893	0.2255
ENSG00000074696	0.5450371723404642	1.0	0.4342	0.4945
ENSG00000074706	0.9271270174189419	1.0	0.7293	0.8822
ENSG00000074803	0.8721659935420137	1.0	0.6603	0.8164
ENSG00000074964	0.451502863297887	1.0	0.6482	0.2454
ENSG00000074966	0.859212185688921	1.0	0.5925	0.8755
ENSG00000075035	0.33232266943702915	0.9964538444312382	0.1963	0.514
ENSG00000075043	0.9251914014115415	1.0	0.8088	0.7901
ENSG00000075240	0.8497546581323588	1.0	0.6467	0.7803
ENSG00000075275	0.0006120753363910714	0.22402631087251912	0.001	0.0568
ENSG00000075292	0.9490423260151567	1.0	0.8074	0.8648
ENSG00000075303	0.7651401906873846	1.0	0.7125	0.5593
ENSG00000075407	0.9999781719252483	1.0	0.9934	1.0
ENSG00000075420	0.5441565658000461	1.0	0.344	0.6225
ENSG00000075539	0.9981871119280896	1.0	0.9984	0.9419
ENSG00000075568	0.864568563636352	1.0	0.729	0.7229
ENSG00000075651	0.6341539277359478	1.0	0.3376	0.8241
ENSG00000075673	0.7861324357136186	1.0	0.8542	0.4941
ENSG00000075711	0.19074602385293926	0.8583847863026063	0.1251	0.3758
ENSG00000075790	0.8756098772162708	1.0	0.7224	0.754
ENSG00000075826	0.0029901629969092403	0.2618528453007663	0.0122	0.0272
ENSG00000075884	0.6346260342280498	1.0	0.4809	0.5793
ENSG00000075891	0.08721239266806224	0.6961093321031531	0.0881	0.1956
ENSG00000075945	0.5019626510563271	1.0	0.4651	0.4039
ENSG00000076108	0.8673457337422221	1.0	0.6206	0.8562
ENSG00000076201	0.9893681480293482	1.0	0.9613	0.8923
ENSG00000076321	0.657008812762535	1.0	0.7434	0.3989
ENSG00000076356	0.005591355385903163	0.34330748745307377	0.0148	0.0455
ENSG00000076555	0.12208331808763362	0.7495737355665443	0.0901	0.2922
ENSG00000076650	0.48682449160645513	1.0	0.2757	0.649
ENSG00000076924	0.9947805951046654	1.0	0.9613	0.9358
ENSG00000076928	0.38172401690610935	1.0	0.3156	0.3912
ENSG00000076984	0.00827207461582713	0.37645047736127096	0.0218	0.0483
ENSG00000077063	0.9999987193167866	1.0	0.9984	1.0
ENSG00000077092	0.7792147963538489	1.0	0.5743	0.7211
ENSG00000077097	0.05331759357802468	0.6063763425478502	0.0335	0.2809
ENSG00000077157	0.8832039831195806	1.0	0.6981	0.7985
ENSG00000077232	0.32484623917015165	0.9916869751558913	0.2605	0.3749
ENSG00000077235	0.3776883604064605	1.0	0.1785	0.6809
ENSG00000077264	0.30658640829645867	0.9740713335796858	0.2024	0.4444
ENSG00000077279	0.6679957931610014	1.0	0.5854	0.5222
ENSG00000077380	0.006833564997985264	0.3642587255447797	0.0186	0.0455
ENSG00000077420	0.1543254068193749	0.8065045322028634	0.2115	0.1683
ENSG00000077454	0.5743670636317932	1.0	0.3092	0.7579
ENSG00000077522	0.06821645951400157	0.6403780962034145	0.0283	0.4493
ENSG00000077585	0.41816753160208975	1.0	0.5329	0.2655
ENSG00000077616	0.5579209710509752	1.0	0.4542	0.4914
ENSG00000077684	0.25564747662473564	0.9202972421115785	0.3684	0.1895
ENSG00000077782	0.0147851187804946	0.4115249102170253	0.0635	0.0324
ENSG00000077943	0.725002127296457	1.0	0.5157	0.6928
ENSG00000078018	0.6285099466965316	1.0	0.8423	0.3251
ENSG00000078053	0.07873436582896287	0.6602554115494673	0.4684	0.0324
ENSG00000078098	0.357796763863778	1.0	0.2561	0.4384
ENSG00000078114	0.6524988359944138	1.0	0.3865	0.7577
ENSG00000078142	0.7795552501702544	1.0	0.6772	0.6121
ENSG00000078177	0.4367938461218963	1.0	0.5694	0.2655
ENSG00000078269	0.0016985620373627386	0.2597721674234296	0.0028	0.0629
ENSG00000078295	0.07316713092999927	0.6547657118261249	0.7787	0.0178
ENSG00000078304	0.9976901981997915	1.0	0.9999	0.9329
ENSG00000078328	0.4333084545568048	1.0	0.7267	0.2055
ENSG00000078549	0.7676049560143642	1.0	0.5245	0.7649
ENSG00000078618	0.49596322353877664	1.0	0.5777	0.319
ENSG00000078674	0.5526864221000418	1.0	0.5853	0.3754
ENSG00000078687	0.7294579682693527	1.0	0.5732	0.6309
ENSG00000078699	0.5400095714796715	1.0	0.4782	0.4422
ENSG00000078725	0.3863252972796726	1.0	0.2891	0.4347
ENSG00000078808	0.4026305423422659	1.0	0.6401	0.2088
ENSG00000078814	0.9923913776103023	1.0	0.9613	0.9146
ENSG00000078900	0.009320937830718301	0.38587442284720813	0.025	0.0483
ENSG00000079102	0.6780637271941852	1.0	0.5292	0.5939
ENSG00000079112	0.37938902901162996	1.0	0.2133	0.5736
ENSG00000079156	0.7730914048165775	1.0	0.5519	0.7379
ENSG00000079246	0.533623669833677	1.0	0.5258	0.3944
ENSG00000079263	0.5852711236973656	1.0	0.5005	0.4834
ENSG00000079308	0.09861515912668672	0.7137343100378081	0.3538	0.0568
ENSG00000079313	0.8011485122820337	1.0	0.4965	0.886
ENSG00000079432	0.9992413035210354	1.0	0.9613	1.0
ENSG00000079435	0.8805713394550985	1.0	0.8121	0.6809
ENSG00000079557	0.899617313520959	1.0	0.6627	0.8855
ENSG00000079616	0.011438286970477218	0.3932196155549798	0.0243	0.0629
ENSG00000079691	0.5013414532973595	1.0	0.426	0.4401
ENSG00000079805	0.9970663599363357	1.0	0.9613	0.9616
ENSG00000079841	0.4026236595167445	1.0	0.2646	0.5051
ENSG00000079931	0.4597397134265049	1.0	0.3205	0.5104
ENSG00000079999	0.02385183053266049	0.4857532264624877	0.0089	0.4044
ENSG00000080031	0.25850534003355885	0.9222945405129122	0.267	0.2655
ENSG00000080200	0.8919540314510266	1.0	0.7108	0.8058
ENSG00000080224	0.4284712388705847	1.0	0.7366	0.1993
ENSG00000080345	0.45457109178680655	1.0	0.449	0.358
ENSG00000080503	0.02855962418931901	0.49552506271346386	0.065	0.0685
ENSG00000080573	0.6019997428857798	1.0	0.4441	0.5718
ENSG00000080603	0.013478667613049389	0.4115249102170253	0.066	0.028
ENSG00000080608	0.19283977800730379	0.8601370424853363	0.2311	0.2064
ENSG00000080709	0.008008916034866975	0.37490431334964264	0.0027	0.3758
ENSG00000080819	0.973303396040492	1.0	0.8727	0.8915
ENSG00000080822	0.973303396040492	1.0	0.8727	0.8915
ENSG00000080839	0.007908446049510243	0.37490431334964264	0.0146	0.0685
ENSG00000080854	0.16625922713400265	0.819267734993116	0.2411	0.1627
ENSG00000080910	0.14225736382929532	0.7834245208909824	0.1156	0.2771
ENSG00000081026	0.8946997571301547	1.0	0.7913	0.7301
ENSG00000081052	0.055359056417700336	0.6082495444570459	0.0924	0.1066
ENSG00000081138	0.010169806243038981	0.3872106352163289	0.0235	0.0568
ENSG00000081148	0.6303906514284245	1.0	0.4448	0.6189
ENSG00000081177	0.4959540060652874	1.0	0.3757	0.4905
ENSG00000081189	0.6875498317361708	1.0	0.6254	0.5158
ENSG00000081237	0.006486459862855454	0.35501784785092794	0.0448	0.0178
ENSG00000081248	0.47701464305535024	1.0	0.406	0.4268
ENSG00000081386	0.19541603456081136	0.8655348929608191	0.0713	0.6809
ENSG00000081479	2.679818474760065e-05	0.0328545745005584	0.0001	0.0189
ENSG00000081692	0.2812290274382452	0.9482584918572293	0.2953	0.2698
ENSG00000081760	0.9760449866155411	1.0	0.9934	0.7945
ENSG00000081800	0.9992672698634596	1.0	0.991	0.9707
ENSG00000081803	0.010855472620596385	0.3912252368787947	0.0061	0.2359
ENSG00000081818	0.6763569049647113	1.0	0.3885	0.8052
ENSG00000081842	0.9964646980957494	1.0	1.0	0.9171
ENSG00000081853	0.10877486052058227	0.724451925119564	0.0383	0.5937
ENSG00000081985	0.5953485982611391	1.0	0.3623	0.6876
ENSG00000082014	0.8010759166383784	1.0	0.5917	0.7433
ENSG00000082068	0.26832837152264033	0.9308731847389843	0.392	0.1904
ENSG00000082126	0.10179709958307681	0.7172600234991504	0.2329	0.0898
ENSG00000082175	0.26754104392812716	0.9308731847389843	0.5923	0.1255
ENSG00000082212	0.0060731148760030385	0.3508203454114674	0.0108	0.0685
ENSG00000082293	0.7798051514071551	1.0	0.538	0.771
ENSG00000082397	0.8999504579428472	1.0	0.7137	0.8231
ENSG00000082438	0.7597985857695869	1.0	0.6073	0.6467
ENSG00000082512	0.6517717854114117	1.0	0.5341	0.5472
ENSG00000082516	0.800690441140785	1.0	0.6279	0.6997
ENSG00000082556	0.9235549433300555	1.0	0.7361	0.8632
ENSG00000082684	0.9992413035210354	1.0	0.9613	1.0
ENSG00000082781	0.2127353637042967	0.8792681678395443	0.2526	0.2153
ENSG00000082805	0.8042290564450097	1.0	0.5811	0.7635
ENSG00000082898	0.17051107330233284	0.8286376722839839	0.2806	0.1445
ENSG00000083067	0.8675416877423353	1.0	0.7003	0.7592
ENSG00000083093	0.8400863330934794	1.0	0.6362	0.7714
ENSG00000083097	0.25795174991849845	0.9222945405129122	0.2879	0.2455
ENSG00000083223	0.06627867114649422	0.632607818792441	0.2541	0.0483
ENSG00000083312	0.2012693282129535	0.8718467353755887	0.1548	0.3262
ENSG00000083457	0.7475863295109807	1.0	0.5629	0.6749
ENSG00000083520	0.011756039465725232	0.3932196155549798	0.058	0.0272
ENSG00000083642	0.1368758555868974	0.7740304379591154	0.2817	0.1082
ENSG00000083750	0.7380330825846488	1.0	0.507	0.7301
ENSG00000083782	0.4253841892410771	1.0	0.5808	0.25
ENSG00000083828	0.00024233894962977232	0.22402631087251912	0.0003	0.0685
ENSG00000083857	0.8023813058654847	1.0	0.5132	0.8601
ENSG00000083896	0.027581418176408357	0.49552506271346386	0.1331	0.0321
ENSG00000084070	0.980638452842542	1.0	0.8781	0.9222
ENSG00000084093	0.5442800874004131	1.0	0.6048	0.3542
ENSG00000084444	0.7660165795569664	1.0	0.6964	0.5736
ENSG00000084453	0.9999781719252483	1.0	0.9934	1.0
ENSG00000084623	0.9717120885274447	1.0	0.9934	0.7769
ENSG00000084636	0.2900572690314396	0.9551264060805102	0.6439	0.1292
ENSG00000084674	0.3246167049270894	0.9916788948801678	0.1528	0.6385
ENSG00000084710	0.44321863494394365	1.0	0.3963	0.3901
ENSG00000084731	0.6161642353897218	1.0	0.7698	0.3435
ENSG00000084734	0.6318149800251092	1.0	0.3583	0.7714
ENSG00000084774	0.2240769622047365	0.8861653066071503	0.3585	0.1627
ENSG00000085185	0.99748743399485	1.0	0.991	0.9384
ENSG00000085224	0.5592881959729634	1.0	0.6549	0.3422
ENSG00000085276	0.20341639042922866	0.8732060498209573	0.4081	0.1255
ENSG00000085382	0.2053416639706529	0.8759567445453815	0.159	0.3262
ENSG00000085465	0.9850612506818492	1.0	0.9705	0.8575
ENSG00000085511	0.7067235914705019	1.0	0.4103	0.8285
ENSG00000085552	0.42561380660511117	1.0	0.4334	0.3353
ENSG00000085563	0.12664247981186538	0.754376745442491	0.0615	0.4486
ENSG00000085733	0.10733268843448995	0.7238166997837442	0.3264	0.0685
ENSG00000085741	0.35452450242334654	1.0	0.1627	0.6809
ENSG00000085760	0.7038699999775451	1.0	0.5753	0.5863
ENSG00000085831	0.24706449431608268	0.9118033414555009	0.5308	0.1255
ENSG00000085840	0.22397695308334464	0.8861653066071503	0.2764	0.2109
ENSG00000085871	0.9639693689998688	1.0	0.9934	0.7488
ENSG00000085872	0.5355021953899173	1.0	0.4763	0.4379
ENSG00000085978	0.6132129594106306	1.0	0.3851	0.6809
ENSG00000085982	0.5695510022879586	1.0	0.506	0.4566
ENSG00000086015	0.09602573565832873	0.7135003146491576	0.4024	0.0483
ENSG00000086102	0.7590014242032735	1.0	0.5716	0.6856
ENSG00000086232	0.38049495386574494	1.0	0.7301	0.1683
ENSG00000086288	0.16161193097519755	0.814221614109664	0.2434	0.1553
ENSG00000086289	0.15779185100833237	0.8095272415585834	0.1804	0.2031
ENSG00000086544	0.34530114990679095	1.0	0.5166	0.2064
ENSG00000086548	0.8686686127485554	1.0	0.6603	0.8079
ENSG00000086570	0.9810117224419803	1.0	0.9986	0.8127
ENSG00000086589	0.9992413035210354	1.0	0.9613	1.0
ENSG00000086696	0.45976976578119366	1.0	0.2314	0.707
ENSG00000086758	0.710616825598967	1.0	0.3738	0.9191
ENSG00000086827	0.07210146451950517	0.6519906509113186	0.0621	0.2192
ENSG00000086967	0.29734223591231457	0.9649062499430854	0.1587	0.5428
ENSG00000087008	0.17634376626647552	0.8353843023288214	0.1513	0.2801
ENSG00000087116	0.9744460415018491	1.0	0.876	0.8934
ENSG00000087157	0.9537058095710702	1.0	0.8448	0.8423
ENSG00000087237	0.9992413035210354	1.0	0.9613	1.0
ENSG00000087245	0.4871794868173309	1.0	0.3931	0.4557
ENSG00000087253	0.7159732084237681	1.0	0.8801	0.3961
ENSG00000087258	0.5732136752741079	1.0	0.343	0.6809
ENSG00000087269	0.41875823851216365	1.0	0.3782	0.3749
ENSG00000087274	0.29729344370890975	0.9649062499430854	0.4814	0.1789
ENSG00000087299	0.16402504762377246	0.8147031366833142	0.0566	0.6809
ENSG00000087301	0.45782433441983017	1.0	0.5923	0.2744
ENSG00000087303	0.12748019746088923	0.7558442472913173	0.0775	0.359
ENSG00000087460	0.8334045327197848	1.0	0.9934	0.4847
ENSG00000087495	0.96047644215958	1.0	0.814	0.8997
ENSG00000087903	0.9999781719252483	1.0	0.9934	1.0
ENSG00000088035	0.2668215662578881	0.9298557141335156	0.2628	0.2818
ENSG00000088038	0.18610461760158592	0.8526164252264294	0.8011	0.0568
ENSG00000088179	0.45679439391376664	1.0	0.3656	0.443
ENSG00000088298	0.6583710178466199	1.0	0.5111	0.5824
ENSG00000088305	0.5530316319315864	1.0	0.4965	0.443
ENSG00000088320	0.09508908996496646	0.7116454679155425	0.118	0.1627
ENSG00000088367	0.09021900194906485	0.7005757489625589	0.1029	0.1747
ENSG00000088386	0.645934709231462	1.0	0.3248	0.8853
ENSG00000088387	0.3236538322307546	0.9910175289318426	0.4384	0.2216
ENSG00000088538	0.680175936701879	1.0	0.4934	0.6407
ENSG00000088727	0.5722355493769791	1.0	0.4429	0.5258
ENSG00000088756	0.9901847547801181	1.0	0.962	0.8973
ENSG00000088812	0.030274015146208755	0.5018244754846913	0.084	0.0568
ENSG00000088826	0.22797779337060264	0.8946887793609438	0.1218	0.4902
ENSG00000088827	0.9931571579940823	1.0	0.9934	0.8912
ENSG00000088833	0.01564874705287078	0.411703087699991	0.0808	0.0272
ENSG00000088882	0.8957991639604062	1.0	0.9693	0.5981
ENSG00000089006	0.5312089558282624	1.0	0.3878	0.5308
ENSG00000089060	0.6906525249565165	1.0	0.4778	0.6809
ENSG00000089094	0.358476060405587	1.0	0.4693	0.2399
ENSG00000089101	0.922497636102899	1.0	0.7434	0.8516
ENSG00000089123	0.655813426523369	1.0	0.5983	0.494
ENSG00000089157	0.752338812577599	1.0	0.5652	0.6809
ENSG00000089163	0.997563346661565	1.0	0.9917	0.9388
ENSG00000089199	0.676880385766188	1.0	0.6917	0.4529
ENSG00000089234	0.6612414541867366	1.0	0.7751	0.3871
ENSG00000089250	0.9118663622464864	1.0	0.6107	1.0
ENSG00000089356	0.35368257827849914	1.0	0.5753	0.1919
ENSG00000089472	0.6529639760644317	1.0	0.35	0.8378
ENSG00000089558	0.7661943372226856	1.0	0.4856	0.823
ENSG00000089737	0.5337073585283318	1.0	0.5708	0.3634
ENSG00000089847	0.4328715106268022	1.0	0.3953	0.3772
ENSG00000090006	0.37425858308916615	1.0	0.581	0.2064
ENSG00000090266	0.3638392364897375	1.0	0.6179	0.1862
ENSG00000090273	0.9473294923925748	1.0	0.7567	0.9165
ENSG00000090402	0.001320224971880668	0.2597721674234296	0.0009	0.1478
ENSG00000090447	0.049215590035974977	0.5924724810832092	0.0409	0.2088
ENSG00000090565	0.5603613739172919	1.0	0.6967	0.3227
ENSG00000090612	0.016788164131666172	0.43179025854813213	0.134	0.0178
ENSG00000090615	0.4969536778341461	1.0	0.4134	0.4472
ENSG00000090621	0.21370224748568978	0.8792681678395443	0.4717	0.116
ENSG00000090889	0.8908676883796621	1.0	0.6663	0.8567
ENSG00000090905	0.5008556482781172	1.0	0.4106	0.4559
ENSG00000090920	0.795355452163287	1.0	0.5558	0.7789
ENSG00000090924	0.6857118890027405	1.0	0.6892	0.4657
ENSG00000090932	0.43529031698628096	1.0	0.4092	0.3675
ENSG00000090975	0.25517907072921153	0.9202972421115785	0.2666	0.2612
ENSG00000091039	0.35377034225533055	1.0	0.2493	0.443
ENSG00000091106	0.847888846417074	1.0	0.6477	0.7749
ENSG00000091128	0.0918617017952662	0.7012605628953696	0.4041	0.0455
ENSG00000091129	0.08429966773609365	0.6844463089036479	0.122	0.1354
ENSG00000091136	0.7930367365990362	1.0	0.7328	0.587
ENSG00000091137	0.8509398489641662	1.0	0.6239	0.8116
